lane_name,origin_city,destination_city,baseline_distance_miles,departure_date,departure_hour,day_of_week,actual_miles_driven,fuel_consumed_gallons,fuel_cost_total,mpg_achieved,cost_per_mile,drive_time_hours,avg_speed_mph,weather_conditions,delay_hours,load_weight_lbs,price_per_gallon
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-09-08,22,Monday   ,248.58,38.02,142.72,6.54,0.5741,4.14,60.02,Clear,0.91,25542,3.754
New York-Philadelphia,New York,Philadelphia,95.0,2025-08-26,4,Tuesday  ,98.57,14.92,55.59,6.61,0.564,1.55,63.69,Partly Cloudy,0.22,31771,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-08,0,Wednesday,298.26,43.43,195.41,6.87,0.6552,5.06,58.9,Clear,2.29,39797,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-07-12,16,Saturday ,308.58,58.53,261.17,5.27,0.8464,4.98,62.02,Rain,1.37,34853,
Dallas-Houston,Dallas,Houston,239.0,2025-08-16,18,Saturday ,239.55,36.55,124.17,6.55,0.5183,4.05,59.16,Clear,0.44,29974,
Seattle-Portland,Seattle,Portland,173.0,2025-09-05,5,Friday   ,181.32,30.49,136.7,5.95,0.7539,2.77,65.46,Clear,0.7,37556,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-09-18,2,Thursday ,189.76,37.77,140.11,5.02,0.7384,3.13,60.65,Fog,1.2,34542,
San Antonio-Austin,San Antonio,Austin,80.0,2025-07-31,11,Thursday ,81.14,13.41,56.18,6.05,0.6924,1.37,59.01,Partly Cloudy,2.22,40076,
Seattle-Portland,Seattle,Portland,173.0,2025-07-29,1,Tuesday  ,180.52,28.48,129.48,6.34,0.7173,2.82,64.04,Clear,1.91,27492,
Memphis-Nashville,Memphis,Nashville,211.0,2025-09-30,5,Tuesday  ,213.88,36.63,136.65,5.84,0.6389,3.41,62.77,Clear,1.53,25948,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-19,6,Tuesday  ,174.73,29.74,110.09,5.88,0.6301,2.98,58.68,Clear,1.44,44350,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-24,4,Thursday ,88.58,14.26,64.77,6.21,0.7312,1.45,61.23,Clear,2.49,39936,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-07-17,10,Thursday ,344.11,52.72,199.98,6.53,0.5812,5.3,64.97,Clear,1.13,39631,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-06-26,11,Thursday ,738.99,107.43,376.02,6.88,0.5088,11.83,62.44,Clear,1.53,39962,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-27,15,Monday   ,220.46,34.23,127.15,6.44,0.5767,3.45,63.94,Cloudy,0.8,41375,3.715
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-06-28,0,Saturday ,113.98,19.89,69.62,5.73,0.6108,1.74,65.57,Clear,1.38,28586,
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-21,15,Monday   ,99.55,20.8,79.48,4.79,0.7984,1.56,63.61,Snow,2.49,28081,3.821
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-07-26,4,Saturday ,213.64,33.3,127.25,6.42,0.5956,3.61,59.13,Partly Cloudy,0.53,41005,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-29,19,Friday   ,347.08,52.41,195.29,6.62,0.5627,5.59,62.13,Cloudy,0.43,35954,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-09-21,16,Sunday   ,112.0,16.78,62.24,6.67,0.5557,1.9,58.93,Clear,0.7,38256,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-07-26,16,Saturday ,39.89,6.0,22.93,6.65,0.5748,0.61,65.43,Partly Cloudy,0.26,35913,
New York-Philadelphia,New York,Philadelphia,95.0,2025-10-23,11,Thursday ,99.33,14.79,54.37,6.72,0.5474,1.5,66.42,Partly Cloudy,1.52,28787,
Seattle-Portland,Seattle,Portland,173.0,2025-06-25,8,Wednesday,173.66,27.9,97.66,6.22,0.5624,2.68,64.74,Clear,1.07,38156,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-08,22,Wednesday,219.81,35.0,128.47,6.28,0.5845,3.45,63.8,Clear,2.05,33251,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-08-24,11,Sunday   ,111.89,22.1,81.81,5.06,0.7312,1.72,65.23,Rain,1.55,28718,
Boston-New York,Boston,New York,215.0,2025-07-15,6,Tuesday  ,219.02,31.96,121.21,6.85,0.5534,3.54,61.94,Partly Cloudy,0.51,33176,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-12,16,Sunday   ,310.08,52.15,234.6,5.95,0.7566,5.2,59.69,Partly Cloudy,0.32,40381,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-09-20,10,Saturday ,358.22,52.63,197.25,6.81,0.5506,5.95,60.16,Clear,1.02,40109,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-06,18,Monday   ,216.97,43.43,159.38,5.0,0.7346,3.28,66.11,Rain,2.08,41940,3.67
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-10-05,11,Sunday   ,91.27,14.78,66.97,6.18,0.7338,1.45,63.0,Partly Cloudy,1.78,38930,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-07-02,22,Wednesday,527.11,89.63,327.95,5.88,0.6222,8.66,60.84,Rain,2.47,36004,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-10-23,4,Thursday ,349.37,67.21,239.53,5.2,0.6856,5.45,64.11,Snow,2.32,28482,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-07-20,8,Sunday   ,349.38,59.83,226.93,5.84,0.6495,5.92,59.03,Fog,0.11,31898,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-08-13,11,Wednesday,187.12,39.54,148.15,4.73,0.7917,3.07,60.98,Snow,1.49,34932,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-07-11,15,Friday   ,182.03,30.3,113.12,6.01,0.6214,2.72,66.84,Partly Cloudy,1.36,37886,
Seattle-Portland,Seattle,Portland,173.0,2025-09-21,20,Sunday   ,170.06,26.48,119.75,6.42,0.7042,2.66,64.0,Rain,0.09,25957,
Dallas-Houston,Dallas,Houston,239.0,2025-10-19,12,Sunday   ,237.34,36.54,141.65,6.5,0.5968,3.69,64.4,Cloudy,0.66,43594,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-11,7,Friday   ,332.63,47.18,176.12,7.05,0.5295,5.51,60.4,Clear,1.45,26349,
Boston-New York,Boston,New York,215.0,2025-10-09,14,Thursday ,219.49,35.79,133.66,6.13,0.609,3.75,58.46,Cloudy,1.47,41510,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-19,20,Sunday   ,294.97,59.43,265.3,4.96,0.8994,4.58,64.35,Snow,1.94,35723,
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-24,22,Thursday ,96.5,15.33,58.58,6.29,0.607,1.52,63.56,Clear,2.24,38435,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-10-04,3,Saturday ,749.24,109.54,408.68,6.84,0.5455,11.65,64.34,Partly Cloudy,1.25,29842,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-09,5,Tuesday  ,86.44,17.44,65.77,4.96,0.7609,1.48,58.38,Snow,2.13,42658,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-06-28,3,Saturday ,311.65,44.3,155.05,7.03,0.4975,5.37,58.01,Clear,1.68,30270,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-07-01,18,Tuesday  ,347.75,75.25,284.06,4.62,0.8169,5.87,59.24,Snow,2.42,44179,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-07,4,Monday   ,86.1,13.64,60.86,6.31,0.7069,1.34,64.2,Clear,0.36,42417,4.462
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-06-24,16,Tuesday  ,548.81,89.44,329.95,6.14,0.6012,8.71,62.98,Clear,1.09,41679,
New York-Philadelphia,New York,Philadelphia,95.0,2025-09-01,1,Monday   ,98.99,19.58,73.42,5.06,0.7417,1.64,60.47,Snow,1.82,34812,3.75
Memphis-Nashville,Memphis,Nashville,211.0,2025-08-17,12,Sunday   ,218.97,39.04,146.28,5.61,0.668,3.39,64.54,Fog,0.35,36359,
Seattle-Portland,Seattle,Portland,173.0,2025-09-20,12,Saturday ,171.46,25.5,115.33,6.72,0.6726,2.96,58.01,Cloudy,2.26,26234,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-08-28,16,Thursday ,114.9,17.62,65.16,6.52,0.5671,1.96,58.54,Clear,2.12,40725,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-10-09,13,Thursday ,374.8,76.06,342.18,4.93,0.913,6.14,61.04,Snow,0.65,27504,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-09-05,12,Friday   ,349.17,51.51,191.7,6.78,0.549,5.63,62.07,Cloudy,0.84,25859,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-21,10,Monday   ,88.99,14.12,64.13,6.3,0.7206,1.43,62.37,Clear,0.47,34144,4.542
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-13,2,Wednesday,82.76,12.23,45.95,6.77,0.5552,1.24,66.82,Clear,0.07,31272,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-06-28,17,Saturday ,257.82,36.03,126.11,7.16,0.4891,4.41,58.44,Clear,1.7,34590,
Boston-New York,Boston,New York,215.0,2025-06-29,18,Sunday   ,213.76,35.96,125.86,5.94,0.5888,3.56,60.04,Clear,0.47,38463,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-03,6,Thursday ,254.77,54.57,202.72,4.67,0.7957,3.83,66.53,Snow,0.88,25663,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-09-03,15,Wednesday,348.32,52.12,193.99,6.68,0.5569,5.3,65.72,Clear,1.51,36500,
Seattle-Portland,Seattle,Portland,173.0,2025-10-09,16,Thursday ,173.49,36.76,165.39,4.72,0.9533,2.6,66.63,Fog,1.99,43826,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-14,11,Sunday   ,717.11,111.52,418.65,6.43,0.5838,10.91,65.7,Clear,1.86,28541,
Tampa-Orlando,Tampa,Orlando,84.0,2025-10-25,22,Saturday ,87.21,12.59,46.27,6.93,0.5306,1.41,61.78,Clear,0.61,28290,
Tampa-Orlando,Tampa,Orlando,84.0,2025-07-11,15,Friday   ,86.03,13.58,51.14,6.34,0.5944,1.36,63.27,Clear,0.99,42689,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-08,9,Wednesday,306.18,57.29,257.73,5.34,0.8418,4.79,63.91,Fog,2.07,32575,
Seattle-Portland,Seattle,Portland,173.0,2025-08-16,9,Saturday ,172.11,25.61,115.03,6.72,0.6684,2.81,61.2,Clear,1.51,38457,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-09-23,9,Tuesday  ,299.85,62.1,280.94,4.83,0.9369,5.02,59.67,Snow,1.47,31568,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-09-30,5,Tuesday  ,335.28,64.36,240.13,5.21,0.7162,5.04,66.53,Clear,2.09,41306,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-10-12,13,Sunday   ,331.21,49.91,183.17,6.64,0.553,4.99,66.31,Clear,1.3,36845,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-06,3,Monday   ,215.33,38.77,142.29,5.55,0.6608,3.47,62.03,Fog,2.2,43112,3.67
Memphis-Nashville,Memphis,Nashville,211.0,2025-09-14,9,Sunday   ,208.59,32.87,123.4,6.35,0.5916,3.15,66.22,Clear,2.09,39392,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-10-03,8,Friday   ,357.5,65.75,246.57,5.44,0.6897,6.03,59.3,Clear,1.75,32191,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-08-27,6,Wednesday,190.95,34.83,128.79,5.48,0.6745,2.9,65.82,Rain,1.54,38136,
Dallas-Houston,Dallas,Houston,239.0,2025-07-22,8,Tuesday  ,247.15,43.02,171.01,5.75,0.6919,4.18,59.1,Clear,0.91,32509,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-07-02,17,Wednesday,353.05,59.37,224.13,5.95,0.6348,5.48,64.45,Clear,0.49,41225,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-29,16,Monday   ,84.3,13.68,51.29,6.16,0.6084,1.28,65.93,Partly Cloudy,0.35,33265,3.75
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-08-05,4,Tuesday  ,183.87,29.75,112.8,6.18,0.6135,2.98,61.66,Partly Cloudy,0.53,28523,
San Antonio-Austin,San Antonio,Austin,80.0,2025-10-24,12,Friday   ,78.78,12.02,43.5,6.55,0.5522,1.3,60.59,Cloudy,1.37,32913,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-27,1,Sunday   ,85.28,16.47,74.8,5.18,0.8771,1.45,58.69,Snow,2.46,32825,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-09-25,3,Thursday ,248.77,39.9,148.87,6.23,0.5984,4.22,58.93,Clear,0.01,38753,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-19,6,Sunday   ,185.44,27.59,99.5,6.72,0.5366,2.87,64.53,Clear,0.08,26619,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-10-04,13,Saturday ,711.22,104.17,388.65,6.83,0.5465,11.62,61.22,Clear,2.17,43425,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-05,4,Sunday   ,299.19,54.67,247.79,5.47,0.8282,4.49,66.69,Partly Cloudy,2.13,27355,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-07,15,Thursday ,358.29,59.14,225.13,6.06,0.6283,5.99,59.84,Cloudy,0.2,38440,
New York-Philadelphia,New York,Philadelphia,95.0,2025-10-22,16,Wednesday,94.68,16.08,59.09,5.89,0.6241,1.42,66.8,Cloudy,0.59,31367,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-10-05,19,Sunday   ,115.77,21.89,81.67,5.29,0.7055,1.81,63.96,Snow,2.29,36246,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-08-27,3,Wednesday,91.17,18.57,82.84,4.91,0.9086,1.56,58.4,Fog,1.99,44575,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-23,13,Thursday ,191.05,29.63,105.6,6.45,0.5527,2.99,63.98,Clear,1.92,31820,
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-26,21,Saturday ,215.81,43.42,164.77,4.97,0.7635,3.67,58.81,Fog,2.27,27759,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-08-06,3,Wednesday,309.27,54.05,245.37,5.72,0.7934,4.89,63.3,Rain,0.76,43597,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-03,11,Sunday   ,338.27,52.33,198.53,6.46,0.5869,5.23,64.67,Partly Cloudy,2.17,37981,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-17,12,Friday   ,305.12,44.23,197.43,6.9,0.6471,4.72,64.59,Clear,0.49,44509,
Boston-New York,Boston,New York,215.0,2025-08-30,19,Saturday ,214.85,33.82,126.0,6.35,0.5865,3.38,63.49,Clear,2.4,43502,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-30,16,Saturday ,40.29,5.92,22.07,6.81,0.5478,0.64,62.93,Partly Cloudy,0.99,35336,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-07,5,Thursday ,84.31,12.8,48.72,6.59,0.5779,1.43,59.13,Clear,1.29,42681,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-20,11,Monday   ,519.8,93.83,336.39,5.54,0.6472,8.79,59.16,Clear,1.22,42435,3.585
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-10-23,13,Thursday ,732.83,115.36,411.16,6.35,0.5611,11.28,64.95,Rain,0.78,36125,
Dallas-Houston,Dallas,Houston,239.0,2025-07-11,2,Friday   ,249.08,41.22,139.46,6.04,0.5599,4.14,60.15,Clear,0.89,34847,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-08-10,8,Sunday   ,190.13,34.72,131.66,5.48,0.6925,3.13,60.67,Rain,1.05,44970,
San Antonio-Austin,San Antonio,Austin,80.0,2025-09-27,15,Saturday ,78.64,13.7,50.2,5.74,0.6384,1.32,59.7,Fog,2.33,44116,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-10-23,18,Thursday ,740.09,112.49,400.9,6.58,0.5417,12.28,60.29,Partly Cloudy,0.33,28934,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-29,4,Friday   ,171.22,32.18,119.01,5.32,0.6951,2.75,62.18,Rain,0.35,44866,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-13,19,Monday   ,526.51,90.96,332.72,5.79,0.6319,8.25,63.81,Rain,1.64,40005,3.658
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-09-15,22,Monday   ,255.14,53.08,196.92,4.81,0.7718,4.27,59.79,Snow,1.59,29510,3.71
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-15,3,Wednesday,517.38,98.38,359.89,5.26,0.6956,8.7,59.5,Fog,1.4,31704,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-09-26,1,Friday   ,177.13,27.55,102.79,6.43,0.5803,3.04,58.36,Partly Cloudy,0.61,33042,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-08-25,21,Monday   ,254.38,40.49,149.74,6.28,0.5886,4.01,63.49,Clear,1.22,44991,3.698
Tampa-Orlando,Tampa,Orlando,84.0,2025-06-25,21,Wednesday,87.31,13.04,45.65,6.7,0.5228,1.31,66.75,Clear,0.33,30838,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-08-08,0,Friday   ,207.24,32.85,125.07,6.31,0.6035,3.34,62.12,Partly Cloudy,2.16,26766,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-07-28,6,Monday   ,214.72,41.52,158.26,5.17,0.7371,3.66,58.63,Snow,0.45,31961,3.812
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-08-14,11,Thursday ,257.29,36.67,137.42,7.02,0.5341,4.3,59.9,Clear,1.85,31852,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-08-15,14,Friday   ,747.54,143.99,539.52,5.19,0.7217,12.45,60.04,Rain,0.13,33009,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-18,8,Monday   ,84.4,16.52,61.67,5.11,0.7307,1.39,60.77,Fog,0.72,42656,3.733
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-08-02,1,Saturday ,110.26,19.41,73.66,5.68,0.6681,1.87,59.02,Partly Cloudy,1.34,31077,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-16,22,Saturday ,82.98,14.28,53.65,5.81,0.6465,1.36,61.14,Fog,0.85,36503,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-08-30,6,Saturday ,295.2,48.95,218.36,6.03,0.7397,5.01,58.88,Clear,0.63,25788,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-08-18,0,Monday   ,248.97,45.0,166.58,5.53,0.6691,4.05,61.45,Clear,1.84,44324,3.702
Dallas-Houston,Dallas,Houston,239.0,2025-07-13,14,Sunday   ,243.94,36.29,122.75,6.72,0.5032,3.66,66.61,Clear,0.03,36375,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-09-27,7,Saturday ,41.26,8.99,33.67,4.59,0.816,0.64,64.87,Snow,0.76,31256,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-07,5,Tuesday  ,526.75,111.93,410.9,4.71,0.7801,8.85,59.49,Snow,1.75,42620,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-08-26,16,Tuesday  ,541.71,86.05,322.52,6.3,0.5954,8.48,63.87,Partly Cloudy,2.3,30711,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-09-10,8,Wednesday,187.2,38.85,145.86,4.82,0.7792,2.82,66.49,Fog,0.48,26828,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-08-02,9,Saturday ,721.17,144.27,547.36,5.0,0.759,12.17,59.28,Fog,2.24,40901,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-23,0,Thursday ,210.35,35.08,125.03,6.0,0.5944,3.3,63.66,Partly Cloudy,1.18,43102,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-09-07,0,Sunday   ,190.4,28.01,104.26,6.8,0.5476,2.99,63.67,Clear,2.38,31819,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-08-12,0,Tuesday  ,542.91,87.57,330.66,6.2,0.6091,8.49,63.94,Cloudy,2.22,31696,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-17,17,Sunday   ,351.47,62.51,234.87,5.62,0.6683,5.38,65.31,Clear,1.77,42915,
Dallas-Houston,Dallas,Houston,239.0,2025-08-11,20,Monday   ,235.37,37.68,127.98,6.25,0.5437,3.61,65.11,Clear,0.95,37718,3.397
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-08-19,10,Tuesday  ,530.55,95.42,358.48,5.56,0.6757,7.98,66.51,Clear,1.24,28957,
Seattle-Portland,Seattle,Portland,173.0,2025-09-16,8,Tuesday  ,169.69,25.33,114.58,6.7,0.6752,2.69,63.2,Clear,2.01,33313,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-16,20,Thursday ,299.63,45.48,203.0,6.59,0.6775,4.94,60.61,Clear,0.71,27895,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-09-06,1,Saturday ,250.54,51.8,192.81,4.84,0.7696,3.81,65.68,Fog,2.02,26653,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-28,12,Thursday ,40.08,6.23,23.21,6.43,0.5791,0.62,65.13,Cloudy,1.57,25004,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-07-01,10,Tuesday  ,173.19,27.71,102.93,6.25,0.5943,2.87,60.44,Cloudy,1.25,36425,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-06-25,13,Wednesday,378.76,54.05,189.17,7.01,0.4994,6.02,62.9,Clear,0.59,39035,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-07,2,Thursday ,355.69,59.72,227.35,5.96,0.6392,6.04,58.89,Clear,1.48,33883,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-01,9,Friday   ,169.01,29.18,110.72,5.79,0.6551,2.56,66.1,Clear,0.8,36864,
San Antonio-Austin,San Antonio,Austin,80.0,2025-08-15,6,Friday   ,83.1,17.09,58.05,4.86,0.6986,1.36,61.05,Snow,1.44,36580,
Seattle-Portland,Seattle,Portland,173.0,2025-07-05,3,Saturday ,172.05,27.69,122.41,6.21,0.7115,2.83,60.76,Clear,2.14,41208,
Boston-New York,Boston,New York,215.0,2025-10-19,4,Sunday   ,212.93,39.68,147.66,5.37,0.6935,3.46,61.53,Rain,0.72,31454,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-07-29,3,Tuesday  ,215.81,41.62,158.67,5.19,0.7352,3.37,64.01,Fog,0.23,38148,
Dallas-Houston,Dallas,Houston,239.0,2025-10-21,22,Tuesday  ,239.98,33.83,122.47,7.09,0.5103,3.94,60.98,Clear,1.35,38017,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-30,15,Tuesday  ,87.87,18.17,68.13,4.84,0.7753,1.39,63.3,Fog,1.16,32603,
Dallas-Houston,Dallas,Houston,239.0,2025-09-05,9,Friday   ,247.71,50.6,248.64,4.9,1.0038,3.85,64.32,Snow,1.18,41185,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-19,7,Saturday ,90.38,16.0,71.96,5.65,0.7962,1.39,65.24,Partly Cloudy,2.25,40691,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-09,16,Wednesday,251.89,37.17,138.77,6.78,0.5509,3.89,64.71,Clear,0.96,41989,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-24,3,Thursday ,114.25,20.88,79.26,5.47,0.6937,1.88,60.9,Rain,1.67,35867,
San Antonio-Austin,San Antonio,Austin,80.0,2025-09-24,22,Wednesday,80.41,12.75,46.73,6.31,0.5811,1.38,58.47,Clear,0.61,32119,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-02,10,Wednesday,90.55,18.98,83.9,4.77,0.9266,1.52,59.56,Snow,0.25,34958,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-06-29,14,Sunday   ,85.97,13.34,46.69,6.44,0.5431,1.46,58.95,Clear,0.66,30381,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-08-05,7,Tuesday  ,305.72,47.84,217.21,6.39,0.7105,5.13,59.59,Cloudy,2.47,39287,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-09-28,1,Sunday   ,343.84,65.81,246.45,5.22,0.7168,5.29,65.02,Clear,1.06,44083,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-16,6,Tuesday  ,734.52,102.78,381.3,7.15,0.5191,11.59,63.38,Clear,1.73,31554,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-06-29,23,Sunday   ,187.67,39.41,137.95,4.76,0.7351,3.03,61.99,Snow,1.12,43188,
Boston-New York,Boston,New York,215.0,2025-09-18,6,Thursday ,215.87,41.6,155.9,5.19,0.7222,3.55,60.86,Rain,0.61,27831,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-26,5,Tuesday  ,335.02,67.02,247.85,5.0,0.7398,5.48,61.17,Fog,1.79,41857,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-07-10,4,Thursday ,369.74,56.23,250.91,6.58,0.6786,5.82,63.5,Clear,1.43,27324,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-06,10,Wednesday,40.93,6.53,24.86,6.27,0.6074,0.66,62.21,Cloudy,1.21,28131,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-06-27,7,Friday   ,207.09,30.88,108.08,6.71,0.5219,3.19,64.86,Clear,1.53,32481,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-02,9,Thursday ,208.39,30.9,115.27,6.74,0.5531,3.24,64.22,Partly Cloudy,2.42,29150,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-29,12,Monday   ,86.4,14.31,53.64,6.04,0.6208,1.36,63.52,Clear,2.22,36791,3.75
New York-Philadelphia,New York,Philadelphia,95.0,2025-10-05,17,Sunday   ,98.39,15.48,58.06,6.36,0.5901,1.68,58.71,Partly Cloudy,2.04,44225,
Boston-New York,Boston,New York,215.0,2025-09-03,2,Wednesday,220.58,33.06,123.96,6.67,0.562,3.53,62.45,Clear,2.24,37674,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-07-23,21,Wednesday,304.37,43.38,197.04,7.02,0.6474,5.06,60.21,Clear,1.31,35126,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-10-08,23,Wednesday,115.44,21.22,77.88,5.44,0.6746,1.81,63.69,Rain,0.08,39260,
Dallas-Houston,Dallas,Houston,239.0,2025-09-22,1,Monday   ,235.87,39.14,143.42,6.03,0.608,3.54,66.55,Clear,1.96,41221,3.664
